serial_no,h1_cd,h2_cd,h3_cd,td_desc,mark_id_char
87683868,"19,26","1,905,260,326,112,610","190,525,260,302,260,000,000,000,000,000,000,000,000,000,000,000","the mark consists of a three-dimensional configuration comprising a portion of a side of a milk case. the portion of the case which comprises the mark is shown in solid lines and that those features are a central grid with hexagonal and pentagonal honeycomb-shaped openings. the broken lines depicting an oval opening with a straight upper edge, reinforced corners, and bottom panel indicate placement of the mark on the goods and are not part of the mark.  honeycombs; beehives    shipping containers; boxes, cardboard (packing or storage); freight containers; pallets for storing or moving cargo or freight; dumpster; other large containers; cartons, packing or storage    plain single line ovals; ovals, plain single line    two ovals; ovals, exactly two (not concentric)    three or more rectangles; rectangles (three or more rectangles)    rectangles touching or intersecting    rectangles that are completely or partially shaded    more than one polygon    polygons touching or intersecting",
87684605,"02,03,09,11,17,21","211,031,509,010,903,000,000,000,000","21,101,031,515,031,500,000,000,000,000,000,000,000,000,000,000","the mark consists of a family of penguins standing in a line with wings extending behind each others back, a girl penguin wearing a bow holding a teddy bear under the right wing and holding onto a pearl necklace with left wing, mother penguin is wearing a pearl necklace around her neck, father penguin holding a coffee mug with a heart in the front of the mug and three varying lengths of wavy lines, brother penguin standing on the far right end.  hearts excluding hearts as carriers or depicted on playing cards    penguins; puffins    stylized birds    costumed birds and those with human attributes    ribbons, hair; ribbons, giftwrap (gift wrap); bows, decorative    neckties; ties, neckties or bow ties; bow ties    mugs, coffee; coffee mugs    chains, jewelry; dog tags (military identification); tags, identification (metal); necklaces; bracelets; chokers (jewelry)    stuffed animals; teddy bears; animals, stuffed",
87684713,26,"26,012,607","260,117,260,121,260,000","the mark consists of two concentric circles outlined in the color gold with gold dots to the outside left and right of the inner concentric circle's edge and a diamond in the center of the inner circle outlined in gold and shaded on the left half in black and the right half in red. the color white appears within the concentric circles as background.  two concentric circles; concentric circles, two; circles, two concentric    circles that are totally or partially shaded.    diamonds that are completely or partially shaded",
87685962,"06,26","6,012,601","60,104,260,121",the mark consists of the design of three triangular peaks increasing in size from left to right within a circle.  scenery with mountains; mountains (landscapes)    circles that are totally or partially shaded.,
87686740,26,2617,261702,"the mark consists of a design of two waves with a first wave appearing in front of a second wave, the first wave partially obscuring the second wave in two locations causing the second wave to be broken in two places.  wavy line(s), band(s) or bar(s); bands, wavy; bars, wavy; lines, wavy",
87687086,26,2601,260107,"the mark consists of the color yellow appears in the outside and inside portion of the ring design, the colors green, white, and red appear in the middle portion of the ring design. the mark consists of a ring in a pre-columbian, meso-american style.  circles with a decorative border, including scalloped, ruffled and zig-zag edges",
87687219,14,1403,140305,"the mark consists of a design of a doorknocker with a line down the center and the right side lighter than the left.  door hardware (knockers, knobs, etc.); handles (door)",
87687761,15,1501,150102,"the mark consists of a three-dimensional configuration of a triangular handle with curved sides in which the body is black with three yellow lines around perimeter of the face of the handle. the broken lines depicting two toggle buttons, one on the face of the handle and one on the side of the handle, and ridges indicate placement of the mark on the goods and are not part of the mark.  other machines for industry; industrial installations",
87687892,16,1601,160108,the mark consists of a three-dimensional configuration of a speakerphone device having three protruding legs. the broken lines depicting the touchscreen portion of the phone indicate placement of a feature of the goods on the mark and are not part of the mark.  telephones; walkie-talkies; mobile phones; cellular phones,
87687920,16,1601,160108,the mark consists of a three-dimensional configuration of a speakerphone device having three protruding legs with triangular buttons at the bottom right corner of each leg. the broken lines depicting the touchscreen portion of the phone indicate placement of a feature of the goods on the mark and are not part of the mark.  telephones; walkie-talkies; mobile phones; cellular phones,
87688163,"09,19","9,091,901","90,905,190,104","the mark consists of a three-dimensional configuration of a crescent-shaped leather bag with three horizontal zipper enclosures of varying lengths on the upper and outward facing surfaces of the main compartment, and one zipper over the upper portion of a protruding rectangular compartment at the center of the bag, with a second horizontal zipper on the face of the same rectangular compartment, and a flat adjustable belt, with a clasp extending from the narrow right end of the bag around to a large metal circular ring, which attaches to smaller oval-link chain that connects to the left narrow end of the bag. the broken lines depicting the crescent-shaped bag, the rectangular compartment, and the flat adjustable belt are intended to show the shape of the goods and are not claimed as a feature of the mark, while the solid lines around the zippers are intended to aid in depicting the placement of that portion of the mark, and the solid lines that comprise the large metal circular ring and smaller oval-link chain depict that portion of the mark.  zippers (textile or clothing)    knapsacks; backpacks; fanny packs; duffle bags; bags, duffel; packs, back; gym bags",
